"title","author","url","description","subjects"
"Virgin Soil","Ivan Sergeevich Turgenev","https://www.gutenberg.org/ebooks/2466","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The girl he loved :  or, Where love abides","Adelaide Stirling","https://www.gutenberg.org/ebooks/77154","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Endymion: A Poetic Romance","John Keats","https://www.gutenberg.org/ebooks/24280","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Parzival: A Knightly Epic (vol. 1 of 2)","von Eschenbach Wolfram","https://www.gutenberg.org/ebooks/47297","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Hungry Stones, and Other Stories","Rabindranath Tagore","https://www.gutenberg.org/ebooks/2518","Free kindle book and epub digitized and proofread by volunteers.","[]"
"History of Mexico, Volume 1, 1516-1521","Hubert Howe Bancroft","https://www.gutenberg.org/ebooks/71625","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Well of Saint Clare","Anatole France","https://www.gutenberg.org/ebooks/18728","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Monday or Tuesday","Virginia Woolf","https://www.gutenberg.org/ebooks/29220","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Scientific  American, Volume XXXVI., No. 8, February 24, 1877","Various","https://www.gutenberg.org/ebooks/19406","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Financier: A Novel","Theodore Dreiser","https://www.gutenberg.org/ebooks/1840","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Kant's gesammelte Schriften. Band V. Kritik der Urtheilskraft. (German)","Immanuel Kant","https://www.gutenberg.org/ebooks/55925","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Rover Boys in Business; Or, The Search for the Missing Bonds","Edward Stratemeyer","https://www.gutenberg.org/ebooks/5002","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Steam-ships :  The story of their development to the present day","R. A. Fletcher","https://www.gutenberg.org/ebooks/72847","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The People of the Black Circle","Robert E. Howard","https://www.gutenberg.org/ebooks/42259","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Wild Irish Girl: A National Tale","Lady Morgan","https://www.gutenberg.org/ebooks/54683","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Foolish Virgin","Jr. Thomas Dixon","https://www.gutenberg.org/ebooks/1634","Free kindle book and epub digitized and proofread by volunteers.","[]"
"東度記 (Chinese)","active 17th century Qingxidaoren","https://www.gutenberg.org/ebooks/24233","","[]"
"The Criminal Prosecution and Capital Punishment of Animals","E. P. Evans","https://www.gutenberg.org/ebooks/43286","Free kindle book and epub digitized and proofread by volunteers.","[]"
"A Treatise on Meteorological Instruments","Enrico Angelo Lodovico Negretti and Joseph Zambra","https://www.gutenberg.org/ebooks/36457","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Woordenlijst voor de spelling der Nederlandsche Taal","","","",""
" (Dutch)","M. de Vries and L. A. te Winkel","https://www.gutenberg.org/ebooks/22722","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Food of the Gods","Brandon Head","https://www.gutenberg.org/ebooks/16035","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Shunned House","H. P. Lovecraft","https://www.gutenberg.org/ebooks/31469","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Foundation of the Ottoman Empire; a history of the Osmanlis up to the death of Bayezid I (1300-1403)","Herbert Adams Gibbons","https://www.gutenberg.org/ebooks/56836","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Aurora Leigh","Elizabeth Barrett Browning","https://www.gutenberg.org/ebooks/56621","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Contes Français (French)","Unknown","https://www.gutenberg.org/ebooks/12949","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Shadows in the Moonlight","Robert E. Howard","https://www.gutenberg.org/ebooks/42188","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Library of the World's Best Literature, Ancient and Modern — Volume 07","Unknown","https://www.gutenberg.org/ebooks/28684","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Manufacture of Paper","R. W. Sindall","https://www.gutenberg.org/ebooks/46449","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Princess","Baron Alfred Tennyson Tennyson","https://www.gutenberg.org/ebooks/791","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Poésies complètes, (French)","Arthur Rimbaud","https://www.gutenberg.org/ebooks/29302","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Memoirs of François René Vicomte de Chateaubriand sometime Ambassador to England, Volume 2 (of 6)","vicomte de François-René Chateaubriand","https://www.gutenberg.org/ebooks/54788","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Literary World Seventh Reader","Unknown","https://www.gutenberg.org/ebooks/19721","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Motion pictures, 1940-1949 :  Catalog of copyright entries","Library of Congress. Copyright Office","https://www.gutenberg.org/ebooks/58237","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Eben Holden: A Tale of the North Country","Irving Bacheller","https://www.gutenberg.org/ebooks/2799","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Cicero: Letters to Atticus, Vol. 1 of 3","Marcus Tullius Cicero","https://www.gutenberg.org/ebooks/58418","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Story of the Sun: New York, 1833-1918","Frank Michael O'Brien","https://www.gutenberg.org/ebooks/65868","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Le parler populaire des Canadiens français","","","",""
" (French)","N.-E. Dionne","https://www.gutenberg.org/ebooks/48852","Free kindle book and epub digitized and proofread by volunteers.","[]"
"A Romance of Billy-Goat Hill","Alice Caldwell Hegan Rice","https://www.gutenberg.org/ebooks/6635","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The United States Bill of Rights","United States","https://www.gutenberg.org/ebooks/2","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Portrait of a Lady — Volume 2","Henry James","https://www.gutenberg.org/ebooks/2834","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Louisa May Alcott : Her Life, Letters, and Journals","Louisa May Alcott","https://www.gutenberg.org/ebooks/38049","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Ballads of a Bohemian","Robert W. Service","https://www.gutenberg.org/ebooks/28836","Free kindle book and epub digitized and proofread by volunteers.","[]"
"三國志 (Chinese)","Shou Chen","https://www.gutenberg.org/ebooks/25606","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Battle of the Strong: A Romance of Two Kingdoms — Complete","Gilbert Parker","https://www.gutenberg.org/ebooks/6236","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Selected Sermons of Jonathan Edwards","Jonathan Edwards","https://www.gutenberg.org/ebooks/34632","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Against Apion","Flavius Josephus","https://www.gutenberg.org/ebooks/2849","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Repertory of The Comedie Humaine, Complete, A — Z","Anatole Cerfberr and Jules François Christophe","https://www.gutenberg.org/ebooks/17635","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Torrents of Spring","Ivan Sergeevich Turgenev","https://www.gutenberg.org/ebooks/9911","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Great Controversy Between Christ and Satan","Ellen Gould Harmon White","https://www.gutenberg.org/ebooks/25833","Free kindle book and epub digitized and proofread by volunteers.","[]"
"A History of Epidemics in Britain, Volume 2 (of 2)","Charles Creighton","https://www.gutenberg.org/ebooks/43671","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Methods of Ethics","Henry Sidgwick","https://www.gutenberg.org/ebooks/46743","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Language: Its Nature, Development and Origin","Otto Jespersen","https://www.gutenberg.org/ebooks/53038","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Germinal","Émile Zola","https://www.gutenberg.org/ebooks/56528","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Confidence-Man: His Masquerade","Herman Melville","https://www.gutenberg.org/ebooks/21816","Free kindle book and epub digitized and proofread by volunteers.","[]"
"History of the Royal Regiment of Artillery, Vol. 1","Francis Duncan","https://www.gutenberg.org/ebooks/52258","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Principios e questões de philosophia politica (Vol. 1 of 2) (Portuguese)","António Cândido","https://www.gutenberg.org/ebooks/71031","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Tales and Stories","Mary Wollstonecraft Shelley","https://www.gutenberg.org/ebooks/56665","Free kindle book and epub digitized and proofread by volunteers.","[]"
"In Flanders Fields, and Other Poems","John McCrae","https://www.gutenberg.org/ebooks/353","Free kindle book and epub digitized and proofread by volunteers.","[]"
"二刻拍案驚奇 (Chinese)","Mengchu Ling","https://www.gutenberg.org/ebooks/26729","Free kindle book and epub digitized and proofread by volunteers.","[]"
"De Orbe Novo, Volume 1 (of 2)","Pietro Martire d' Anghiera","https://www.gutenberg.org/ebooks/12425","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Fables de La Fontaine (French)","Jean de La Fontaine","https://www.gutenberg.org/ebooks/56327","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Love for Love: A Comedy","William Congreve","https://www.gutenberg.org/ebooks/1244","Free kindle book and epub digitized and proofread by volunteers.","[]"
"吶喊 (Chinese)","Xun Lu","https://www.gutenberg.org/ebooks/27166","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Childhood's Favorites and Fairy Stories","Unknown","https://www.gutenberg.org/ebooks/19993","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Here foloweth a lytell treatyse of the beaute of women newly translated out of Frenshe in to Englyshe","Anonymous","https://www.gutenberg.org/ebooks/77124","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Michael O'Halloran","Gene Stratton-Porter","https://www.gutenberg.org/ebooks/26582","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Fables for the Frivolous","Guy Wetmore Carryl","https://www.gutenberg.org/ebooks/20026","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Selections from the Table Talk of Martin Luther","Martin Luther","https://www.gutenberg.org/ebooks/9841","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Baronet's Bride; Or, A Woman's Vengeance","May Agnes Fleming","https://www.gutenberg.org/ebooks/15317","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Quo Vadis: A Narrative of the Time of Nero","Henryk Sienkiewicz","https://www.gutenberg.org/ebooks/2853","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Complete Poetical Works of Henry Wadsworth Longfellow","Henry Wadsworth Longfellow","https://www.gutenberg.org/ebooks/1365","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Noble and Gentle Men of England","Evelyn Philip Shirley","https://www.gutenberg.org/ebooks/58212","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Just a bit too fast","Hal Moore","https://www.gutenberg.org/ebooks/77031","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Agnes Grey","Anne Brontë","https://www.gutenberg.org/ebooks/767","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Cavalier Songs and Ballads of England from 1642 to 1684","Unknown","https://www.gutenberg.org/ebooks/1030","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The New English Canaan of Thomas Morton with Introductory Matter and Notes","Thomas Morton","https://www.gutenberg.org/ebooks/54162","Free kindle book and epub digitized and proofread by volunteers.","[]"
